Title ID,Title,Genre,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Actors,IMDb Score,Rotten Tomatoes Score,IMDb Votes,Awards Received,Awards Nominated For,Boxoffice,Netflix Release Date,,,,
5792,Perfume,Drama,German,Series,5,"Israel,Lithuania,Brazil,Mexico,Romania,United Kingdom,Spain,Canada,Belgium,Greece,Hong Kong,Argentina,United States,Japan,Australia,France,South Korea,Netherlands,Russia,Sweden,Singapore,Poland,Czech Republic,India,Slovakia,Switzerland,Portugal,South Africa,Iceland,Italy,Thailand,Hungary,Germany,Turkey,Malaysia,Colombia",< 30 minutes,,"Oskar Belton, Natalia Belitski, Friederike Becht, Leon Lukas Blaschke",7.1,,7168,,5,,12/21/2018,,,,
5793,Mon Mon Mon Monsters,Comedy,,Movie,7.9,"Japan,Spain",1-2 hour,Giddens Ko,"Eugenie Liu, James Lai, Kent Tsai, Yu-Kai Teng",6.1,79,1218,3,5,,12/21/2018,,,,
5794,"Amalia, la secretaria",Comedy,Spanish,Movie,8.1,"Brazil,Argentina,Mexico,Colombia",1-2 hour,Andrés Burgos,"Fernando Arevalo, Ana María Arango, Juan Pablo Barragán, Marcela Benjumea",6.4,,174,3,1,,12/21/2018,,,,
5795,Lion Pride,Romance,Mandarin,Series,8.7,"Russia,Hungary,Slovakia,Lithuania,Romania,United Kingdom,Australia,South Africa,Germany,Switzerland,South Korea,Czech Republic,Iceland,United States,Greece,Israel",< 30 minutes,,"Peace Yang, Lawrence Liu, Amanda Chou, Yen Tsao",7.5,,36,,,,12/21/2018,,,,
5796,"Attention, Love!",Romance,"Mandarin, Min Nan",Series,8.5,"Russia,Lithuania,Romania,United Kingdom,South Korea,South Africa,Switzerland,Hungary,Czech Republic,Germany,Iceland,Israel,Australia,Greece,Slovakia",< 30 minutes,,"Joanne Tseng, Greg Han Hsu, Tiara Huang, Prince Chiu",7.1,,116,,1,,12/21/2018,,,,
5797,Love @ Seventeen,Drama,,Series,8.2,"Australia,Russia,Slovakia,Lithuania,Romania,United Kingdom,South Africa,Switzerland,Germany,South Korea,Hungary,Czech Republic,Iceland,United States,Greece,Israel",< 30 minutes,,"Nikki Hsieh, Edison Wang, Amanda Chou, Lego Lee",6.5,,28,,,,12/21/2018,,,,
5798,The King of Romance,Drama,Mandarin,Series,8.9,"Russia,Lithuania,Romania,United Kingdom,South Korea,South Africa,Switzerland,Hungary,Czech Republic,Germany,Iceland,Israel,Australia,Greece,Slovakia",< 30 minutes,,"Chun-Tian Lan, Serena Fang, Cindy Yu-Han Lien, Lego Lee",7.9,,21,,,,12/21/2018,,,,
5799,Love by Design,Drama,Mandarin,Series,8.1,"Russia,Lithuania,Romania,United Kingdom,Switzerland,South Africa,Hungary,South Korea,Czech Republic,Germany,Iceland,Israel,Australia,Greece,Slovakia",< 30 minutes,,"Alan Ko, Beatrice Fang, Allison Lin, Zhe Ahn",6.2,,8,,1,,12/21/2018,,,,
5800,Hwarang,Comedy,Korean,Series,7.9,Japan,< 30 minutes,,"Park Seo-Joon, Minho Choi, Park Hyung-Shik, Ara Go",8,,2188,2,,,12/21/2018,,,,
5801,"Marry Me, or Not?",Comedy,"Mandarin, Min Nan",Series,8.7,"Russia,Lithuania,Romania,United Kingdom,South Korea,Switzerland,Hungary,Brazil,Czech Republic,Germany,Iceland,Israel,Australia,Argentina,Greece,Slovakia,Colombia",< 30 minutes,,"Joanne Tseng, Patty Pei-Yu Lee, Roy Chiu, Chia-Yen Ko",7.4,,93,1,5,,12/21/2018,,,,
5802,"Love, Timeless",Romance,Mandarin,Series,8.3,"Russia,Lithuania,United Kingdom,Romania,South Korea,South Africa,Switzerland,Hungary,Czech Republic,Germany,Iceland,Israel,Australia,Greece,Slovakia",< 30 minutes,,"Nick Chou, Summer Meng, Wei-Ting Huang, Chieh Chang",6.7,,7,,,,12/21/2018,,,,
5803,Jojos World,Drama,Mandarin,Series,8.5,"Australia,Russia,Slovakia,Lithuania,United Kingdom,Romania,South Africa,South Korea,Switzerland,Germany,Hungary,Czech Republic,Iceland,United States,Greece,Israel",< 30 minutes,,"In Deok Hwang, Nien-Hsien Ma, Tia Yu-Fen Lee, Lotus Wang",7,,29,,,,12/21/2018,,,,
5804,Kemono Friends,Animation,Japanese,Series,8.3,Japan,< 30 minutes,,"Aya Uchida, Suzie Yeung, Yuka Ozaki, Dani Chambers",6.9,,230,2,2,,12/21/2018,,,,
5805,To the Dearest Intruder,Romance,Mandarin,Series,8.1,"Russia,Lithuania,Romania,United Kingdom,South Korea,Switzerland,Hungary,Brazil,Czech Republic,Germany,Iceland,Israel,Australia,Argentina,Greece,Slovakia,Colombia",< 30 minutes,,"Berry Wen-i Kuo, Amber An, Aggie Hsieh, Melvin Sia",6.2,,12,,,,12/21/2018,,,,
5806,The Indian in the Cupboard,Fantasy,English,Movie,3.2,United States,1-2 hour,Frank Oz,"Richard Jenkins, Hal Scardino, Lindsay Crouse, Litefoot",6,73,26340,1,6,"$35,656,131 ",12/20/2018,,,,
5807,LEGO Ninjago: Masters of Spinjitzu: King of Shadows,Action,German,Movie,8.6,"Iceland,Sweden",< 30 minutes,,"Alex Medtlek, Celine Medtlek, Phillip Radon, Joachim Caspers",7.4,,236,,,,4/14/2015,,,,
5808,Aggretsuko: We Wish You a Metal Christmas,Animation,,Movie,8.6,"Lithuania,Israel,Brazil,Mexico,Spain,Romania,United Kingdom,Canada,Switzerland,Belgium,Hong Kong,Greece,United States,Argentina,Japan,France,South Korea,Singapore,Netherlands,Australia,Russia,Poland,Sweden,Czech Republic,India,Germany,Slovakia,Portugal,South Africa,Iceland,Italy,Thailand,Hungary,Turkey,Malaysia,Colombia",< 30 minutes,Rareko,"Kaolip, Komegumi Koiwasaki, Shingo Kato, Maki Tsuruta",7.5,,229,,,,12/20/2018,,,,
5809,Shiverstone Castle,Adventure,German,Movie,7.7,Germany,1-2 hour,Ralf Huettner,"Benedict Glöckle, Chieloka Nwokolo, Maurizio Magno, Eloi Christ",5.6,,208,,,,12/20/2018,,,,
5810,LEGO Ninjago: Masters of Spinjitzu: Way of the Ninja,Action,German,Movie,8.6,"Iceland,Sweden",< 30 minutes,,"Alex Medtlek, Celine Medtlek, Phillip Radon, Joachim Caspers",7.4,,236,,,,4/14/2015,,,,
5811,The Guns of Navarone,Action,"English, Greek, German, Latin",Movie,4.2,India,> 2 hrs,J. Lee Thompson,"Gregory Peck, David Niven, Stanley Baker, Anthony Quinn",7.5,92,45491,4,12,,12/23/2020,,,,
5812,Lang Tong,Thriller,"Mandarin, English",Movie,7.4,"Hong Kong,Singapore,Russia,Hungary,Japan,Australia,Slovakia,Germany,Romania,Lithuania,Switzerland,Mexico,United Kingdom,Canada,Argentina,South Korea,South Africa,Thailand,India,Czech Republic,United States,Iceland,Greece,Brazil,Colombia",1-2 hour,Sam Loh,"Angeline Yap, William Lawandi, Vivienne Tseng, Esther Goh",5.1,,223,,,,12/19/2018,,,,
5813,Imperfect,Crime,Mandarin,Movie,7.6,"Hong Kong,Japan,Russia,Singapore,South Korea,Hungary,Australia,Slovakia,Germany,Lithuania,Romania,United Kingdom,Switzerland,Mexico,Canada,Argentina,South Africa,Thailand,India,Czech Republic,United States,Greece,Brazil,Iceland,Israel,Colombia",1-2 hour,Steve Cheng,"Kimberly Chia, Ian Fang, Edwin Goh, Tsu-Ping Chiang",5.2,,25,,,,12/19/2018,,,,
5814,Miss J Contemplates Her Choice,Drama,"English, Chinese, Teochew, Sinhalese",Movie,7.4,"Hong Kong,South Korea,Singapore,Russia,Japan,Slovakia,Germany,Lithuania,Romania,Mexico,Switzerland,Canada,Argentina,South Africa,Thailand,United Kingdom,Australia,Hungary,India,Czech Republic,United States,Malaysia,Brazil,Iceland,Israel,Greece,Colombia",1-2 hour,Jason Lai,"Bobby Tonelli, Shane Pow, Kit Chan, Yun Xiang",5,,139,,,,12/19/2018,,,,
5815,Ellen DeGeneres: Relatable,Comedy,English,Series,6.7,"Hong Kong,Argentina,United States,France,Japan,Australia,South Korea,Netherlands,Singapore,Russia,Poland,Sweden,Czech Republic,India,Germany,Slovakia,Lithuania,Israel,Brazil,Mexico,Spain,Romania,United Kingdom,Canada,Switzerland,Belgium,Greece,Portugal,South Africa,Iceland,Italy,Thailand,Hungary,Turkey,Malaysia,Colombia",< 30 minutes,"Joel Gallen, Tig Notaro","Laura Dern, Jill Vedder, Eddie Vedder, Ellen DeGeneres",6.5,92,4357,,,,12/18/2018,,,,
5816,Crows: Episode Zero,Crime,Japanese,Movie,4.9,Japan,> 2 hrs,Takashi Miike,"Kenta Kiritani, Kyôsuke Yabe, Shun Oguri, Meisa Kuroki",7.1,77,7576,,3,,12/18/2018,,,,
5817,Patser,Crime,Dutch,Movie,7.3,Belgium,1-2 hour,"Bilall Fallah, Adil El Arbi","Paloma Aguilera Valdebenito, Dimitri 'Vegas' Thivaios, Eduardo Almeida, Ali B.",6.6,88,3189,1,5,,12/18/2018,,,,
5818,The 100th Love With You,Drama,Japanese,Movie,8,"Japan,South Korea",1-2 hour,Shô Tsukikawa,"Keiko Horiuchi, Erina Mano, Yuki Izumisawa, Miwa",6.8,,813,,,,12/18/2018,,,,
5819,Prince of Peoria: A Christmas Moose Miracle,Comedy,,Movie,8,"Spain,United Kingdom,Mexico,Belgium,Switzerland,Canada,Hong Kong,Greece,United States,Argentina,Australia,France,Czech Republic,Japan,Sweden,Netherlands,Singapore,Russia,South Korea,India,Poland,Slovakia,Germany,Israel,Brazil,Lithuania,Romania,Portugal,South Africa,Iceland,Italy,Thailand,Hungary,Turkey,Malaysia,Colombia",< 30 minutes,Jonathan A. Rosenbaum,"Conor Husting, Gavin Lewis, Gabriel Hogan, Theodore Barnes",6,,39,,,,12/17/2018,,,,
5820,Man Like Mobeen,Comedy,English,Series,8.1,"Singapore,Canada,South Africa,Romania,Greece,Russia,Hungary,India,Slovakia,Lithuania,Czech Republic,Australia,Iceland,United Kingdom,Thailand,Belgium,Switzerland,Japan,Poland,Sweden,Hong Kong,Portugal,Germany,Argentina,Turkey,Mexico,Spain,France,United States,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",< 30 minutes,,"Dúaa Karim, Tez Ilyas, Guz Khan, Tolu Ogunmefun",7.9,,1686,1,1,,12/17/2018,,,,
5821,Dabangg,Action,Hindi,Movie,3,India,> 2 hrs,Abhinav Kashyap,"Salman Khan, Sonu Sood, Arbaaz Khan, Sonakshi Sinha",6.2,60,27919,54,16,"$1,288,549 ",10/1/2019,,,,
5822,Doraemon the Movie: Nobita’s Dinosaur 2006,Fantasy,Japanese,Movie,8,Japan,1-2 hour,Ayumu Watanabe,"Yumi Kakazu, Ryûnosuke Kamiki, Subaru Kimura, Gekidan Hitori",6.9,,806,,,,12/17/2018,,,,
5823,Doraemon the Movie: Nobitas Great Adventure into the Underworld,Fantasy,"Hindi, Japanese",Movie,8.3,Japan,1-2 hour,Yukiyo Teramoto,"Yumi Kakazu, Subaru Kimura, Wasabi Mizuta, Megumi Ohara",7,,472,,,,12/17/2018,,,,
5824,The Last Sharknado: Its About Time,Action,English,Movie,4.7,India,1-2 hour,Anthony C. Ferrante,"Cassandra Scerbo, Tara Reid, Ian Ziering, Judah Friedlander",3.5,27,3705,,,,8/15/2019,,,,
5825,Doraemon the Movie: Nobita’s Great Adventure in the South Seas,Fantasy,"Hindi, Japanese",Movie,8.3,Japan,1-2 hour,Tsutomu Shibayama,"Noriko Ohara, Nobuyo Ôyama, Kaneta Kimotsuki, Michiko Nomura",6.8,,254,,,,12/17/2018,,,,
5826,"Doraemon the Movie: The Records of Nobita, Spaceblazer",Fantasy,Japanese,Movie,8.3,Japan,1-2 hour,Hideo Nishimaki,"Noriko Ohara, Nobuyo Ôyama, Kaneta Kimotsuki, Michiko Nomura",6.8,,207,,,,12/17/2018,,,,
5827,Doraemon the Movie: Nobitas Dorabian Nights,Fantasy,"Hindi, Japanese, Arabic",Movie,8.3,Japan,1-2 hour,Tsutomu Shibayama,"Noriko Ohara, Nobuyo Ôyama, Kaneta Kimotsuki, Michiko Nomura",7,,381,,,,12/17/2018,,,,
5828,Doraemon the Movie: Nobita in the Secret Gadget Museum,Crime,"Korean, Hindi, Japanese, Spanish, Catalan, Basque",Movie,8.1,Japan,1-2 hour,Yukiyo Teramoto,"Sang Hyun Uhm, Song Joong-Ki, Wasabi Mizuta, Megumi Ohara",6.8,,561,,,,12/17/2018,,,,
5829,Doraemon the Movie: Nobita’s Mermaid Legend,Fantasy,"Hindi, Japanese, Malay",Movie,8.1,Japan,1-2 hour,Kôzô Kusuba,"Tomokazu Seki, Subaru Kimura, Wasabi Mizuta, Megumi Ohara",6.5,,340,,1,,12/17/2018,,,,
5830,Doraemon the Movie: Nobita and the Kingdom of Clouds,Fantasy,"Hindi, Japanese",Movie,8.3,Japan,1-2 hour,Tsutomu Shibayama,"Noriko Ohara, Nobuyo Ôyama, Kaneta Kimotsuki, Michiko Nomura",6.9,,299,,,,12/17/2018,,,,
5831,Doraemon the Movie: New Record of Nobita’s Spaceblazer,Fantasy,"Hindi, Japanese",Movie,8.2,Japan,1-2 hour,Shigeo Koshi,"Yumi Kakazu, Tomokazu Seki, Wasabi Mizuta, Megumi Ohara",6.6,,243,,1,,12/17/2018,,,,
5832,Doraemon the Movie: Nobita in the Wan-Nyan Spacetime Odyssey,Fantasy,"Hindi, Japanese",Movie,8.3,Japan,1-2 hour,Tsutomu Shibayama,"Noriko Ohara, Nobuyo Ôyama, Kaneta Kimotsuki, Michiko Nomura",6.9,,260,,,,12/17/2018,,,,
5833,Planet of the Sharks,Action,English,Movie,5.2,India,1-2 hour,Mark Atkins,"Brandon Auret, Lindsay Sullivan, Lauren Joseph, Stephanie Beran",2.6,9,1275,,,,11/1/2018,,,,
5834,Jawbone,Action,English,Movie,7.7,India,1-2 hour,Thomas Napper,"Ray Winstone, Ian McShane, Michael Smiley, Johnny Harris",6.5,96,2641,2,11,,9/8/2017,,,,
5835,Crocodile Dundee 2,Action,"English, Spanish, Japanese",Movie,1.8,India,1-2 hour,John Cornell,"Paul Hogan, Ernie Dingo, John Meillon, Linda Kozlowski",5.7,10,53394,2,,"$109,306,210 ",4/14/2015,,,,
5836,Lilli,Thriller,Malayalam,Movie,7.8,"Singapore,Russia,Hungary,Lithuania,Romania,India,Canada,South Africa,Thailand,United Kingdom,Australia,Czech Republic,United States,Iceland,Greece,Israel",1-2 hour,Prasobh Vijayan,"Dhanesh Anand, Samyuktha Menon, Aaryan Menon, Kannan Nayar",5.8,,248,,,,12/17/2018,,,,
5837,Doraemon the Movie: Nobita and the Knights on Dinosaurs,Fantasy,"Hindi, Japanese",Movie,8.2,Japan,1-2 hour,Tsutomu Shibayama,"Noriko Ohara, Nobuyo Ôyama, Kaneta Kimotsuki, Michiko Nomura",6.7,,207,,,,12/17/2018,,,,
5838,Doraemon the Movie: Nobita and the Robot Kingdom,Fantasy,"Hindi, Japanese",Movie,8.2,Japan,1-2 hour,Tsutomu Shibayama,"Noriko Ohara, Nobuyo Ôyama, Kazuya Tatekabe, Michiko Nomura",6.7,,253,,,,12/17/2018,,,,
5839,Doraemon the Movie: Nobita and the Castle of the Undersea Devil,Fantasy,"Hindi, Japanese",Movie,8.3,Japan,1-2 hour,Tsutomu Shibayama,"Noriko Ohara, Nobuyo Ôyama, Kaneta Kimotsuki, Michiko Nomura",6.9,,260,,,,12/17/2018,,,,
5840,Doraemon the Movie: Nobita and the Animal Planet,Fantasy,"Hindi, Japanese",Movie,8.2,Japan,1-2 hour,Tsutomu Shibayama,"Noriko Ohara, Nobuyo Ôyama, Kaneta Kimotsuki, Michiko Nomura",6.7,,217,,,,12/17/2018,,,,
5841,Doraemon the Movie: Nobita and The Giants Legend of Green Planet,Fantasy,"Hindi, Japanese",Movie,8,Japan,1-2 hour,Ayumu Watanabe,"Yumi Kakazu, Subaru Kimura, Wasabi Mizuta, Megumi Ohara",6.5,,453,,1,,12/17/2018,,,,
5842,Doraemon the Movie: Nobita and the Spiral City,Fantasy,Japanese,Movie,8.1,Japan,1-2 hour,Tsutomu Shibayama,"Noriko Ohara, Nobuyo Ôyama, Kaneta Kimotsuki, Michiko Nomura",6.3,,131,,,,12/17/2018,,,,
5843,Doraemon the Movie: Nobita and the Haunts of Evil,Fantasy,Japanese,Movie,8.3,Japan,1-2 hour,Hideo Nishimaki,"Yôko Kuri, Sachiko Chijimatsu, Kaneta Kimotsuki, Masayuki Katô",6.8,,171,,,,12/17/2018,,,,
5844,Haywire,Action,"English, Spanish",Movie,3.4,India,1-2 hour,Steven Soderbergh,"Debby Lynn Ross, Channing Tatum, Gina Carano, Michael Angarano",5.8,80,83971,,7,"$18,942,396 ",4/14/2015,,,,
5845,Doraemon the Movie: Great Adventure in the Antarctic Kachi Kochi,Fantasy,"Japanese, English, Hindi",Movie,8,"South Korea,Japan,Thailand",1-2 hour,Atsushi Takahashi,"Rie Kugimiya, Yumi Kakazu, Subaru Kimura, Wasabi Mizuta",6.5,,593,,,,12/17/2018,,,,
5846,Doraemon the Movie: Nobita and the Birth of Japan 2016,Fantasy,Japanese,Movie,7.8,"South Korea,Japan",1-2 hour,,"Yumi Kakazu, Subaru Kimura, Wasabi Mizuta, Megumi Ohara",6.7,57,546,,,,12/17/2018,,,,
5847,Doraemon the Movie: Nobitas Dinosaur,Fantasy,Japanese,Movie,8,Japan,1-2 hour,Ayumu Watanabe,"Yumi Kakazu, Ryûnosuke Kamiki, Subaru Kimura, Gekidan Hitori",6.9,,806,,,,12/17/2018,,,,
5848,Europa Report,Action,"English, Russian, Chinese",Movie,3.5,India,1-2 hour,Sebastián Cordero,"Christian Camargo, Daniel Wu, Sharlto Copley, Karolina Wydra",6.4,81,67522,1,2,"$125,687 ",4/14/2015,,,,
5849,Doraemon the Movie: Nobitas Three Visionary Swordsmen,Fantasy,"Hindi, Japanese",Movie,8.4,Japan,1-2 hour,Tsutomu Shibayama,"Noriko Ohara, Nobuyo Ôyama, Kaneta Kimotsuki, Michiko Nomura",7.1,,278,,,,12/17/2018,,,,
5850,Doraemon the Movie: Nobita’s Diary on the Creation of the World,Fantasy,"Hindi, Japanese",Movie,8.2,Japan,1-2 hour,,"Noriko Ohara, Nobuyo Ôyama, Kaneta Kimotsuki, Michiko Nomura",6.6,,138,,,,12/17/2018,,,,
5851,Doraemon the Movie: Nobitas Little Star Wars,Fantasy,"Hindi, Japanese",Movie,8.4,Japan,1-2 hour,Tsutomu Shibayama,"Noriko Ohara, Kaneta Kimotsuki, Nobuyo Ôyama, Kazuya Tatekabe",7,,222,,,,12/17/2018,,,,
5852,Doraemon the Movie: Nobita and the Birth of Japan,Fantasy,"Hindi, Japanese",Movie,8.3,Japan,1-2 hour,Tsutomu Shibayama,"Noriko Ohara, Nobuyo Ôyama, Kaneta Kimotsuki, Michiko Nomura",6.8,,242,,,,12/17/2018,,,,
5853,Doraemon the Movie: The New Nobitas Great Adventure into the Underworld,Fantasy,"Hindi, Japanese",Movie,8.3,Japan,1-2 hour,Yukiyo Teramoto,"Yumi Kakazu, Subaru Kimura, Wasabi Mizuta, Megumi Ohara",7,,472,,,,12/17/2018,,,,
5854,Catfight,Action,English,Movie,5.4,"India,Australia,Israel,Portugal,Poland,Greece,South Korea,Singapore,Romania,Spain,Germany,Netherlands,Sweden,Iceland,South Africa,France,Slovakia,Czech Republic,Hungary,Lithuania,Russia,Belgium,Switzerland,Brazil,Mexico,Argentina,United Kingdom,Canada,United States,Hong Kong,Japan,Italy,Thailand,Turkey,Malaysia,Colombia",1-2 hour,Onur Tukel,"Alicia Silverstone, Amy Hill, Anne Heche, Sandra Oh",5.9,,5489,,,,6/1/2017,,,,
5855,Springsteen on Broadway,Documentary,English,Movie,8.5,"Spain,United Kingdom,Switzerland,Canada,Belgium,Hong Kong,United States,Argentina,Australia,France,South Korea,Singapore,Japan,Russia,Netherlands,Czech Republic,Poland,Sweden,India,Slovakia,Germany,Israel,Lithuania,Brazil,Romania,Mexico,Greece,South Africa,Iceland,Italy,Thailand,Hungary,Turkey",> 2 hrs,Thom Zimny,"Bruce Springsteen, Patti Scialfa",8.5,96,1954,1,1,,12/16/2018,,,,
5856,Ashes of Love,Fantasy,Mandarin,Series,8.6,"Russia,Singapore,Australia,India,Slovakia,Lithuania,Mexico,Romania,United Kingdom,Canada,Hong Kong,Argentina,South Africa,Germany,Switzerland,Thailand,Hungary,Czech Republic,United States,Greece,Malaysia,Brazil,Iceland,Israel,Colombia",< 30 minutes,,"Allen Deng, Liao Jingfeng, Yuqi Chen, Zhonghua He",8.5,,1337,6,2,,12/16/2018,,,,
5857,Andhadhun,Crime,"Hindi, English",Movie,4.4,"Australia,Russia,Singapore,India,Hungary,Slovakia,Germany,Lithuania,Romania,Switzerland,United Kingdom,Canada,Hong Kong,Argentina,Mexico,South Africa,Thailand,Turkey,Czech Republic,Belgium,United States,Greece,Malaysia,Brazil,Netherlands,Italy,Iceland,Israel,Colombia",> 2 hrs,Sriram Raghavan,"Anil Dhawan, Tabu, Radhika Apte, Ayushmann Khurrana",8.3,92,72638,27,25,"$1,193,046 ",12/16/2018,,,,
5858,All of You,Drama,"Filipino, Tagalog",Movie,7.6,"Mexico,Singapore,Hong Kong,Canada,United Kingdom,South Africa,Romania,Australia,Russia,India,Hungary,Lithuania,South Korea,Thailand,Argentina,Czech Republic,United States,Greece,Slovakia,Malaysia,Iceland,Israel,Colombia",1-2 hour,Dan Villegas,"Derek Ramsay, Rafael Rosell, Jennylyn Mercado, Via Antonio",5.4,,160,3,8,,12/15/2018,,,,
5859,Morden i Sandhamn,Crime,Swedish,Series,7.5,"Belgium,Netherlands",< 30 minutes,,"Alexandra Rapaport, Jakob Cedergren, Anki Lidén, Jonas Malmsjö",6.8,,1865,,2,,12/15/2018,,,,
5860,Beck,Music,English,Series,8.7,"Belgium,Netherlands",< 30 minutes,James Yukich,"Jeff Beck, Rosie Bones, Buddy Guy, Billy Gibbons",7.5,,31,,,,12/15/2018,,,,
5861,RuPaul’s Drag Race: All Stars,Game-Show,English,Series,6.3,"Mexico,Romania,Switzerland,Hong Kong,Japan,Russia,India,Lithuania,South Korea,Portugal,South Africa,Thailand,Hungary,Belgium,United Kingdom,Canada,France,Iceland,Brazil,Czech Republic,Netherlands,Spain,Germany,Israel,Italy,Poland,Singapore,Argentina,Greece,Slovakia,Malaysia,Sweden,Turkey,Colombia",< 30 minutes,,"RuPaul, Michelle Visage, Ross Mathews, Carson Kressley",8.5,,5915,1,2,,12/15/2018,,,,
5862,Ugly Duckling,Comedy,Thai,Series,8.9,"Hong Kong,Singapore,Lithuania,United Kingdom,Canada,Australia,Russia,Hungary,South Africa,Romania,Thailand,India,Czech Republic,United States,Greece,Slovakia,Malaysia,Iceland,Israel",< 30 minutes,,"Vasin Asvanarunat, Onnicha Akkharasewaya, Sonia Couling, Sukonthawa Koetnimit",7.8,,17,,,,12/15/2018,,,,
5863,Klovn Forever,Comedy,"Danish, English",Movie,5.8,Sweden,1-2 hour,Mikkel Nørgaard,"Mia Lyhne, Gemma Karlsen, Frank Hvam, Casper Christensen",6.3,59,4312,1,1,"$5,700 ",12/15/2018,,,,
5864,Happy Hour in Paradise,Comedy,"Swedish, English, Thai",Movie,6.9,Sweden,1-2 hour,Kjell Sundvall,"Agnes Kittelsen, Kjell Bergqvist, Björn Bengtsson, Eva Röse",4.4,,521,,,,12/15/2018,,,,
5865,Babylonsjukan,Drama,Swedish,Movie,6.9,"Lithuania,Poland,France,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Germany,Romania,Switzerland,United Kingdom,Iceland",1-2 hour,Daniel Espinosa,"Nina Wähä, Mikael Wranell, Paulina Hawliczek, Kalled Mustonen",4.5,,640,,1,,12/15/2018,,,,
5866,Springvloed,Crime,Swedish,Series,7,"Belgium,Netherlands",< 30 minutes,,"Dar Salim, Cecilia Nilsson, Kjell Bergqvist, Julia Ragnarsson",7.5,,3505,1,,,12/15/2018,,,,
5867,Shtisel,Drama,"Hebrew, Yiddish",Series,7.5,"Australia,Russia,Japan,Singapore,Poland,Sweden,India,Slovakia,Germany,Lithuania,Mexico,United Kingdom,Switzerland,Canada,Hong Kong,Argentina,South Korea,South Africa,Romania,Thailand,Hungary,Turkey,Spain,Portugal,Czech Republic,Belgium,United States,Brazil,Greece,Malaysia,Netherlands,Italy,Iceland,Israel,Colombia",< 30 minutes,,"Neta Riskin, Shira Haas, Michael Aloni, Doval'e Glickman",8.6,,3689,8,3,,12/15/2018,,,,
5868,Bombay Dreams,Comedy,"Swedish, English",Movie,6.4,"Lithuania,Poland,France,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Germany,Romania,Switzerland,United Kingdom,Iceland",1-2 hour,Lena Koppel,"Gayathri Mudigonda, Nadine Kirschon, Sissela Kyle, Peter Dalle",4.7,20,638,1,,,12/15/2018,,,,
5869,Far til fires vilde ferie,Comedy,Danish,Movie,6.6,"Sweden,Lithuania,Poland,France,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Germany,Romania,Switzerland,United Kingdom,Iceland",1-2 hour,Giacomo Campeotto,"Karoline Hamm, Rasmus Johnbeck, Sigurd Philip Dalgas, Emilie Werner Semmelroth",3.4,,126,,,,12/15/2018,,,,
5870,Flowers,Short Drama,English,Series,,"Singapore,Russia,India,Lithuania,Romania,United Kingdom,Canada,South Africa,Thailand,Australia,Hungary,Switzerland,France,Czech Republic,United States,Greece,Slovakia,Malaysia,Iceland,Israel",< 30 minutes,Mina Maniska,"Sassy Soupidis, Natalie Rose, Caroline McQuade, Adam Hedditch",,,,3,2,,12/15/2018,,,,
5871,Key House Mirror,Drama,"Danish, Swedish",Movie,8.2,"Lithuania,Poland,Italy,Spain,Greece,Portugal,Germany,Iceland",1-2 hour,Michael Noer,"Trine Pallesen, Ghita Nørby, Jens Brenaa, Sven Wollter",6.9,,451,5,9,,12/15/2018,,,,
